utterance_id,session,speaker,dialog,emotion,valence,arousal,dominance,wav_path,start_time,end_time,transcript
Ses02F_impro07_F018,Session2,F,Ses02F_impro07,happy,0.875,0.75,0.875,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,100.0166,111.3549,"I know. I know.  I think you go and you like stay for a couple of days and you meet people and--And they'll give you like a tour--And show you everything.  Oh, man, I'm just so--I'm so excited."
Ses02F_impro07_F019,Session2,F,Ses02F_impro07,happy,0.75,0.5,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,111.95,121.29,"Yeah, oh totally.  It's a beautiful campus.  It's gonna be really nice.  Um, and everyone is friendly and like there's ivy on all the walls.  Oh, it's just so--it's so like collegiate."
Ses02F_impro07_F020,Session2,F,Ses02F_impro07,happy,0.75,0.625,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,121.3,123.8909,"You know what I mean?  Like, it's like exactly what I want."
Ses02F_impro07_F021,Session2,F,Ses02F_impro07,happy,0.75,0.5,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,125.8858,133.4,"Well, you know, I've thought about it but they have so many things that I might--Like try some things out first..."
Ses02F_impro07_F022,Session2,F,Ses02F_impro07,happy,0.625,0.625,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,133.42,144.7518,"...because also on the list of their, um, like G.E.'s or whatever, you have a lot of choices within every single one.  So you can, like, try things out and not just be like, oh, I have to take math, oh, I have to take this.  You know what I mean?"
Ses02F_impro07_F023,Session2,F,Ses02F_impro07,happy,0.75,0.5,0.375,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,144.76,146.45,"So, um, so I don't know."
Ses02F_impro07_F024,Session2,F,Ses02F_impro07,happy,0.75,0.5,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,146.47,148.65,I mean I'm gonna take a bunch of stuff and see.
Ses02F_impro07_F025,Session2,F,Ses02F_impro07,happy,0.75,0.75,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,148.67,156.3102,"I- They have like--they just have so many like prestigious like this school is top ten and like the departments within it, you know what I mean."
Ses02F_impro07_F026,Session2,F,Ses02F_impro07,happy,0.875,0.875,0.875,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,159.7568,165.88,"I know, I get to be one of those now--I'll like walk around and be like a U.S.C..  You know what I mean."
Ses02F_impro07_F027,Session2,F,Ses02F_impro07,happy,0.75,0.75,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,166.96,168.26,And you'll be like...
Ses02F_impro07_F028,Session2,F,Ses02F_impro07,happy,0.75,0.75,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,168.29,172.3,"Student. I'm a student. Yes I am, Thank you very much."
Ses02F_impro07_F029,Session2,F,Ses02F_impro07,happy,0.75,0.375,0.25,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,172.53,173.6,[BREATHING]
Ses02F_impro07_F030,Session2,F,Ses02F_impro07,happy,1.0,0.875,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,173.8219,175.6762,I know.  I'm excited.
Ses02F_impro07_F031,Session2,F,Ses02F_impro07,happy,0.75,0.5,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,177.15,179.84,"Well, that'll take a while. [GARBAGE]"
Ses02F_impro07_F032,Session2,F,Ses02F_impro07,happy,0.625,0.625,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,180.3892,182.3015,That's going to be a lot of work.
Ses02F_impro07_F033,Session2,F,Ses02F_impro07,happy,0.625,0.375,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,182.31,186.7475,"But, it'll be fine, I mean.  I'm so excited. It's going to be so fun."
Ses02F_impro07_F034,Session2,F,Ses02F_impro07,happy,0.625,0.625,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,187.1942,193.4503,"I know, and I mean the area's not great, but like the school makes up for it. It'll be fine. It'll be good."
Ses02F_impro07_F035,Session2,F,Ses02F_impro07,happy,0.875,0.875,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,195.3825,199.0482,I know. I know. So fun.  I can't wait.
Ses02F_impro07_F036,Session2,F,Ses02F_impro07,happy,0.75,0.875,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,200.2705,202.51,I will. I will. Thank you.
Ses02F_impro07_F037,Session2,F,Ses02F_impro07,happy,0.75,0.5,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,202.57,204.21,Thanks.
Ses02F_impro07_M000,Session2,F,Ses02F_impro07,neutral,0.75,0.625,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,6.7677,9.5033,"So, how's it going?"
Ses02F_impro07_M001,Session2,F,Ses02F_impro07,happy,0.625,0.5,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,13.9746,16.8885,"Oh, you got what?  Where?"
Ses02F_impro07_M002,Session2,F,Ses02F_impro07,happy,1.0,0.625,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,19.04,20.87,"Oh, no way."
Ses02F_impro07_M003,Session2,F,Ses02F_impro07,happy,0.5,0.625,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,21.85,23.51,Are you gonna go? you gonna-
Ses02F_impro07_M004,Session2,F,Ses02F_impro07,happy,0.75,0.5,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,28.17,29.59,"Wow, that's..."
Ses02F_impro07_M005,Session2,F,Ses02F_impro07,happy,1.0,0.75,0.875,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,29.61,35.0773,"...that's first choice, huh? That's so awesome and now look you're gonna be--you're gonna be here. you know"
Ses02F_impro07_M006,Session2,F,Ses02F_impro07,happy,0.625,0.5,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,40.69,43.58,"Yeah, no, definitely--It's gonna.."
Ses02F_impro07_M007,Session2,F,Ses02F_impro07,happy,0.625,0.5,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,44.6,45.82,Yeah.
Ses02F_impro07_M008,Session2,F,Ses02F_impro07,happy,0.75,0.5,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,50.09,51.41,Yeah
Ses02F_impro07_M009,Session2,F,Ses02F_impro07,happy,0.625,0.375,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,51.47,52.61,Fight on.
Ses02F_impro07_M010,Session2,F,Ses02F_impro07,happy,0.875,0.625,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,57.45,60.57,[LAUGHTER]
Ses02F_impro07_M011,Session2,F,Ses02F_impro07,happy,0.75,0.375,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,63.143,64.9973,Wow. That's cool.
Ses02F_impro07_M016,Session2,F,Ses02F_impro07,neutral,0.625,0.375,0.25,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,90.02,91.12,So...
Ses02F_impro07_M017,Session2,F,Ses02F_impro07,happy,0.75,0.625,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,95.59,101.15,"Right.  Right.  Right. Oh, man, then you're going to have to do orientation, I guess."
Ses02F_impro07_M018,Session2,F,Ses02F_impro07,happy,0.75,0.375,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,108.7087,110.3028,That'll be awesome.
Ses02F_impro07_M019,Session2,F,Ses02F_impro07,happy,0.75,0.5,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,110.3312,112.55,"I mean because you went to the campus before, right?"
Ses02F_impro07_M023,Session2,F,Ses02F_impro07,happy,0.75,0.375,0.375,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,148.7694,150.1409,Oh man.
Ses02F_impro07_M027,Session2,F,Ses02F_impro07,happy,0.75,0.5,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,163.24,164.93,Ahh. Yeah. [GARBAGE]
Ses02F_impro07_M028,Session2,F,Ses02F_impro07,happy,0.75,0.75,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,165.5326,173.6674,"You'll be like are you a fan or a student you know? Student. [LAUGHTER] Oh man, that's awesome."
Ses02F_impro07_M029,Session2,F,Ses02F_impro07,happy,0.75,0.75,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,173.7,178.786,A U.S.C. graduate now. You're set.
Ses02F_impro07_M034,Session2,F,Ses02F_impro07,happy,0.75,0.625,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro07.wav,192.5002,195.3199,You're getting close to the beach.  I mean geez.
Ses02F_impro08_F000,Session2,F,Ses02F_impro08,neutral,0.625,0.5,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,5.072,9.3683,"Hi, my name is Shiloh, welcome to--Airline Six.  Hi, how may I help you?"
Ses02F_impro08_F001,Session2,F,Ses02F_impro08,neutral,0.75,0.375,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,17.0726,18.7868,"All right, sir."
Ses02F_impro08_F002,Session2,F,Ses02F_impro08,neutral,0.75,0.5,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,20.8328,25.5744,I completely understand.  Automated systems are very difficult sometimes.
Ses02F_impro08_F003,Session2,F,Ses02F_impro08,neutral,0.75,0.375,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,26.0444,29.5192,"Um, how may I help you.  You're trying to book a specific flight?"
Ses02F_impro08_F004,Session2,F,Ses02F_impro08,neutral,0.625,0.5,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,34.4217,41.707,"Oh, yeah, absolutely.  You know, and especially because you've been waiting so long and I know that, um, you've been having a difficult time."
Ses02F_impro08_F005,Session2,F,Ses02F_impro08,neutral,0.75,0.5,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,41.7208,49.8355,"I want to definitely give you our special package today, which um is usually only for valued customers who have a record of having previous,"
Ses02F_impro08_F006,Session2,F,Ses02F_impro08,neutral,0.625,0.625,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,49.8493,56.3328,"um lots of purchases, but we're gonna go ahead and give that to you anyway. uh,  Just to make sure that you're happy with your service here."
Ses02F_impro08_F007,Session2,F,Ses02F_impro08,neutral,0.75,0.375,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,56.3466,57.4525,Is that all right?
Ses02F_impro08_F008,Session2,F,Ses02F_impro08,neutral,0.75,0.5,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,57.5493,62.4568,"I can do that right now for you. No, absolutely.  I can take care of you all the way through to the end."
Ses02F_impro08_F009,Session2,F,Ses02F_impro08,neutral,0.625,0.5,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,62.4706,66.7146,All I'm going to need is your credit card number but just give me one moment. So-
Ses02F_impro08_F010,Session2,F,Ses02F_impro08,neutral,0.625,0.5,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,66.7422,79.4747,"um, you're scheduling a flight as well--And you would like to, um, we have a highly discounted hotel rate that goes along with that so that everything is all in one deal.  You're taken care of by the time that you get there."
Ses02F_impro08_F011,Session2,F,Ses02F_impro08,neutral,0.625,0.375,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,81.6722,84.0361,Absolutely. we we
Ses02F_impro08_F012,Session2,F,Ses02F_impro08,neutral,0.625,0.625,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,86.4414,99.3203,"Yes, I completely understand.  Actually, our-our airline only uses five star hotel and above.  Except we charge at a three star hotel rate because, as a corporation, we are able to get a deal from the hotels themselves."
Ses02F_impro08_F013,Session2,F,Ses02F_impro08,neutral,0.625,0.5,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,99.3367,107.9377,"So, you will absolutely be in a high rated great hotel and we can make sure that it's in a area of town that you like as well."
Ses02F_impro08_F014,Session2,F,Ses02F_impro08,neutral,0.75,0.5,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,108.8601,110.2602,Yeah.
Ses02F_impro08_F015,Session2,F,Ses02F_impro08,neutral,0.75,0.375,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,114.0341,115.5271,Okay.
Ses02F_impro08_F016,Session2,F,Ses02F_impro08,neutral,0.625,0.375,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,118.9969,122.0827,Great.  How many seats?
Ses02F_impro08_F017,Session2,F,Ses02F_impro08,neutral,0.75,0.625,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,123.393,126.3472,Okay.  Great.  Four seats.  I'll book you for four seats.
Ses02F_impro08_F018,Session2,F,Ses02F_impro08,neutral,0.75,0.625,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,126.9596,130.7963,"Oh, yeah, absolutely.  Um- Would you like window seats or aisles?"
Ses02F_impro08_F019,Session2,F,Ses02F_impro08,neutral,0.625,0.75,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,133.8439,143.7972,"Okay, I can do um- a win- -two like a window and a aisle and a window and an aisle next to each other so that each of you can sit two by two. And switch around maybe?"
Ses02F_impro08_F020,Session2,F,Ses02F_impro08,neutral,0.625,0.5,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,146.3132,148.7047,Okay.  Great.  What time of the day would you like?
Ses02F_impro08_F021,Session2,F,Ses02F_impro08,neutral,0.625,0.375,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,153.6399,162.0139,All right.  Great.  Well we have a very open flight that leaves at nine a.m. and fortunately uh the time change actually goes um backwards from that.
Ses02F_impro08_F022,Session2,F,Ses02F_impro08,neutral,0.625,0.625,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,162.0146,173.1274,"So, it's a five hour flight, but you'll arrive only at eleven a clock in the morning.  So that day, you can have plenty of time to get to your hotel--Rest up and then still have a nice afternoon your first afternoon in Maui."
Ses02F_impro08_F023,Session2,F,Ses02F_impro08,neutral,0.625,0.5,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,175.2053,185.2554,Absolutely.  That actually goes in on the same package with our hotel.  You just give me your address.  We'll come and pick up a time that allows you to get to your flight with plenty of time to spare.
Ses02F_impro08_F024,Session2,F,Ses02F_impro08,neutral,0.625,0.625,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,185.2692,190.5223,And a there will also be a shuttle waiting for you to take you to the appropriate hotel.
Ses02F_impro08_F025,Session2,F,Ses02F_impro08,neutral,0.75,0.625,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,193.5359,199.2729,Yeah--I completely understand.  It's a difficult process sometimes and we want to make traveling as easy as possible.
Ses02F_impro08_F026,Session2,F,Ses02F_impro08,neutral,0.75,0.5,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,200.4894,205.6457,Absolutely. Thank you so much for calling and we hope that you will come to us again.
Ses02F_impro08_F027,Session2,F,Ses02F_impro08,neutral,0.75,0.5,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,205.6872,207.1232,Thank you.
Ses02F_impro08_M003,Session2,F,Ses02F_impro08,neutral,0.5,0.375,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,25.2703,26.3762,Okay.
Ses02F_impro08_M005,Session2,F,Ses02F_impro08,neutral,0.5,0.5,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,55.8649,61.445,You- You can do that--You can do that now? I don't have to get like transferred through or anything like that.
Ses02F_impro08_M006,Session2,F,Ses02F_impro08,neutral,0.75,0.375,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,62.443,64.3092,[BREATHING] that's good.
Ses02F_impro08_M007,Session2,F,Ses02F_impro08,neutral,0.5,0.75,0.75,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,78.2023,87.4005,"All right.  I want to make sure it's like a nice hotel--I mean-mean I'm gonna be paying a lot of money for this so I don't wanna-I don't wanna, you know, I don't wanna to be a waste of time."
Ses02F_impro08_M008,Session2,F,Ses02F_impro08,neutral,0.5,0.5,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,107.6198,109.3063,Okay. So--
Ses02F_impro08_M009,Session2,F,Ses02F_impro08,neutral,0.625,0.75,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,109.8178,116.1077,"Well, you know, we wanted to--we wanted to go to Maui and--That was a"
Ses02F_impro08_M010,Session2,F,Ses02F_impro08,neutral,0.5,0.75,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,116.163,120.5591,"--you know, the kids wanna go to the beach and stuff and so--um"
Ses02F_impro08_M011,Session2,F,Ses02F_impro08,neutral,0.5,0.5,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,122.0458,123.6128,"Well, it's gonna be four of them."
Ses02F_impro08_M012,Session2,F,Ses02F_impro08,neutral,0.375,0.625,0.625,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,125.5349,127.8996,All right.  And can they like all get together?
Ses02F_impro08_M013,Session2,F,Ses02F_impro08,neutral,0.625,0.5,0.375,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,130.3879,134.9498,"Um- You know, window is nice. I guess"
Ses02F_impro08_M015,Session2,F,Ses02F_impro08,neutral,0.5,0.5,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,148.3729,154.4831,"Uh, well, yeah, I think we were just--you know, whenever best available, I guess.  You know--"
Ses02F_impro08_M016,Session2,F,Ses02F_impro08,neutral,0.5,0.5,0.375,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,171.9981,177.3618,"And, like, there's there's shuttles or something that I can get to the hotel."
Ses02F_impro08_M018,Session2,F,Ses02F_impro08,neutral,0.625,0.375,0.5,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,199.107,202.0927,All right.  So we're confirmed then or do you--All right.
Ses02F_impro08_M019,Session2,F,Ses02F_impro08,neutral,0.75,0.375,0.375,data/iemocap/Session2/dialog/wav/Ses02F_impro08.wav,204.6773,205.9775,Okay.
Ses02F_script01_1_F004,Session2,F,Ses02F_script01_1,sad,0.25,0.25,0.5,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,33.2025,35.1973,Did you talk to him?
Ses02F_script01_1_F005,Session2,F,Ses02F_script01_1,sad,0.25,0.25,0.375,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,39.1,41.86,He cried hard?
Ses02F_script01_1_F006,Session2,F,Ses02F_script01_1,sad,0.25,0.375,0.5,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,44.88,47.19,What was he doing out here at that hour?
Ses02F_script01_1_F017,Session2,F,Ses02F_script01_1,sad,0.375,0.5,0.375,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,134.54,138.67,"I've got an idea, but what's the story?"
Ses02F_script01_1_F018,Session2,F,Ses02F_script01_1,neutral,0.375,0.5,0.625,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,142.52,144.9616,"Well, that's only your business, Chris."
Ses02F_script01_1_F019,Session2,F,Ses02F_script01_1,angry,0.25,0.625,0.625,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,147.2,150.78,What do you want me to do?  You're old enough to know your own mind.
Ses02F_script01_1_F021,Session2,F,Ses02F_script01_1,neutral,0.25,0.5,0.625,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,157.81,159.75,I'm just saying that--
Ses02F_script01_1_F025,Session2,F,Ses02F_script01_1,neutral,0.625,0.25,0.5,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,199.53,202.24,You're a considerate fellow.  There's nothing wrong with that.
Ses02F_script01_1_F026,Session2,F,Ses02F_script01_1,neutral,0.375,0.625,0.625,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,203.2237,206.3,[BREATHING] Have you asked Annie yet?
Ses02F_script01_1_F027,Session2,F,Ses02F_script01_1,neutral,0.375,0.5,0.5,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,208.33,212.7334,"Well, how do you know she'll marry you?  Maybe she feels the same way your father does."
Ses02F_script01_1_F028,Session2,F,Ses02F_script01_1,sad,0.25,0.625,0.625,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,225.01,227.92,"Trouble is, you don't see enough women."
Ses02F_script01_1_F036,Session2,F,Ses02F_script01_1,angry,0.125,0.625,0.75,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,289.08,290.77,Are you crazy?
Ses02F_script01_1_F037,Session2,F,Ses02F_script01_1,angry,0.25,0.875,0.875,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,293.36,295.88,What about the business?  What the hell is this?
Ses02F_script01_1_F038,Session2,F,Ses02F_script01_1,angry,0.125,0.625,0.75,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,298.41,300.58,Must you be inspired?
Ses02F_script01_1_F040,Session2,F,Ses02F_script01_1,angry,0.125,0.625,0.625,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,322.49,325.8319,"Well, you don't want to think like that."
Ses02F_script01_1_F044,Session2,F,Ses02F_script01_1,sad,0.625,0.25,0.375,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,353.52,356.2,I can see that.
Ses02F_script01_1_M011,Session2,F,Ses02F_script01_1,angry,0.25,0.625,0.875,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,86.35,97.8,Why shouldn't he dream of him and walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we don't have any hope anymore?  That we haven't had hope for years now?
Ses02F_script01_1_M013,Session2,F,Ses02F_script01_1,angry,0.25,0.625,0.75,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,102.09,107.18,"For God sakes, it's been three years.  Nobody comes back after three years.  It's insane."
Ses02F_script01_1_M017,Session2,F,Ses02F_script01_1,neutral,0.5,0.375,0.625,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,139.31,141.78,I'm gonna ask her to marry me.
Ses02F_script01_1_M021,Session2,F,Ses02F_script01_1,angry,0.25,0.625,0.875,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,155.79,158.58,"Well, then it isn't just my business--"
Ses02F_script01_1_M023,Session2,F,Ses02F_script01_1,angry,0.25,0.375,0.625,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,172.74,174.76,She's not Larry's girl.
Ses02F_script01_1_M025,Session2,F,Ses02F_script01_1,angry,0.125,0.5,0.75,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,201.98,203.36,To hell with that.
Ses02F_script01_1_M027,Session2,F,Ses02F_script01_1,sad,0.25,0.5,0.75,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,212.7,225.6616,"Well, if she does, then that's the end of it.  But from her letters, I think she's forgotten him.  I'll find out.  And then we'll thrash it out with Dad, right?  Mom, don't avoid me."
Ses02F_script01_1_M029,Session2,F,Ses02F_script01_1,neutral,0.5,0.375,0.625,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,234.39,235.97,Because it is.
Ses02F_script01_1_M036,Session2,F,Ses02F_script01_1,angry,0.125,0.75,0.875,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,290.27,293.54,I've been a good son too long.  A good sucker.  I'm through with it.
Ses02F_script01_1_M037,Session2,F,Ses02F_script01_1,angry,0.125,0.625,0.75,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,295.54,298.99,The business?  The business doesn't inspire me.
Ses02F_script01_1_M038,Session2,F,Ses02F_script01_1,angry,0.125,0.75,0.875,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,299.37,306.84,"Yes.  I like it an hour a day.  If I'm gonna grub for my money all day long, at least in the evening I want it beautiful."
Ses02F_script01_1_M040,Session2,F,Ses02F_script01_1,neutral,0.375,0.375,0.75,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,319.97,322.48,"Yes, on this I would."
Ses02F_script01_1_M043,Session2,F,Ses02F_script01_1,neutral,0.375,0.375,0.75,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,343.35,345.67,I am thinkin' that way.
Ses02F_script01_1_M044,Session2,F,Ses02F_script01_1,neutral,0.375,0.375,0.625,data/iemocap/Session2/dialog/wav/Ses02F_script01_1.wav,350.05,353.43,"No, you don't.  I'm a pretty tough guy."
Ses02F_script01_2_F005,Session2,F,Ses02F_script01_2,angry,0.3333,0.5833,0.6667,data/iemocap/Session2/dialog/wav/Ses02F_script01_2.wav,32.31,34.46,It's got that all about it.
Ses02F_script01_2_F012,Session2,F,Ses02F_script01_2,angry,0.1667,0.6667,0.6667,data/iemocap/Session2/dialog/wav/Ses02F_script01_2.wav,84.76,90.0,"Because if he's not coming back, I'll kill myself.  I mean, laugh--laugh at me, but..."
Ses02F_script01_2_F013,Session2,F,Ses02F_script01_2,angry,0.1667,0.75,0.6667,data/iemocap/Session2/dialog/wav/Ses02F_script01_2.wav,90.03,97.25,But why did that happen the very night she came here?  She sleeps in his room and his memorial breaks to pieces.  Just look.  Look at it.
Ses02F_script01_2_M001,Session2,F,Ses02F_script01_2,neutral,0.5,0.5833,0.5,data/iemocap/Session2/dialog/wav/Ses02F_script01_2.wav,12.53,15.66,"Well, maybe he just wanted to see her again."
Ses02F_script01_2_M002,Session2,F,Ses02F_script01_2,neutral,0.5,0.4167,0.5833,data/iemocap/Session2/dialog/wav/Ses02F_script01_2.wav,18.62,24.2,What do you mean?  He lived next door to the girl all his life.  Why wouldn't he want to see her again?
Ses02F_script01_2_M004,Session2,F,Ses02F_script01_2,neutral,0.4167,0.4167,0.4167,data/iemocap/Session2/dialog/wav/Ses02F_script01_2.wav,30.23,32.51,How do you know he's even thinking of it?
Ses02F_script01_2_M005,Session2,F,Ses02F_script01_2,neutral,0.5,0.4167,0.25,data/iemocap/Session2/dialog/wav/Ses02F_script01_2.wav,35.89,37.61,"Well, so what?"
Ses02F_script01_2_M006,Session2,F,Ses02F_script01_2,neutral,0.5,0.4167,0.4167,data/iemocap/Session2/dialog/wav/Ses02F_script01_2.wav,39.01,40.9,"Now, listen Kate."
Ses02F_script01_2_M007,Session2,F,Ses02F_script01_2,neutral,0.5,0.25,0.5,data/iemocap/Session2/dialog/wav/Ses02F_script01_2.wav,42.92,44.86,You can't read her mind.
Ses02F_script01_2_M008,Session2,F,Ses02F_script01_2,neutral,0.4167,0.1667,0.4167,data/iemocap/Session2/dialog/wav/Ses02F_script01_2.wav,53.21,55.56,How do you know why she's waited?
Ses02F_script01_2_M016,Session2,F,Ses02F_script01_2,angry,0.1667,0.5833,0.5833,data/iemocap/Session2/dialog/wav/Ses02F_script01_2.wav,114.0,116.5,What does that mean?  Me above all?
Ses02F_script01_2_M017,Session2,F,Ses02F_script01_2,angry,0.1667,0.5,0.75,data/iemocap/Session2/dialog/wav/Ses02F_script01_2.wav,116.61,118.93,Look at you.  Look at you shaking.
Ses02F_script01_2_M018,Session2,F,Ses02F_script01_2,angry,0.25,0.5,0.75,data/iemocap/Session2/dialog/wav/Ses02F_script01_2.wav,119.43,123.89,What have I got to hide?  What the hell is the matter with you Kate?
Ses02F_script01_3_F009,Session2,F,Ses02F_script01_3,sad,0.5,0.5,0.625,data/iemocap/Session2/dialog/wav/Ses02F_script01_3.wav,61.54,64.12,"from her point of view, why else would I come?"
